method,accuracy,tool
cosine,0.3232233125185846,numbat_cat
cosine,0.32919621749408984,numbat_cat
cosine,0.32428400954653935,numbat_cat
cosine,0.3297777777777778,numbat_cat
cosine,0.33104066985645936,numbat_cat
cosine,0.3360119047619048,numbat_cat
cosine,0.3297777777777778,numbat_cat
cosine,0.3338287752675386,numbat_cat
cosine,0.9892439101550142,numbat_cn
cosine,0.9782816991376557,numbat_cn
cosine,0.9968284173802727,numbat_cn
cosine,0.9882390336935791,numbat_cn
cosine,0.9895271342430975,numbat_cn
cosine,0.6930440331844289,numbat_cn
cosine,0.9895071542130366,numbat_cn
cosine,0.9955849889624724,numbat_cn
cosine,0.9803735359290915,numbat_cn
cosine,0.9886435331230284,numbat_cn
cosine,0.989147781678902,numbat_cn
cosine,0.9875279820914614,numbat_cn
cosine,0.9888959390862944,numbat_cn
cosine,0.986031746031746,numbat_cn
cosine,0.9958743256109172,numbat_cn
cosine,0.9871028625353885,numbat_cn
cosine,0.9952576667720519,numbat_cn
cosine,0.9875914731148584,numbat_cn
cosine,0.989838043823436,numbat_cn
cosine,0.9955142582505607,numbat_cn
cosine,0.9955569660425262,numbat_cn
cosine,0.9875756610385473,numbat_cn
cosine,0.9882911392405064,numbat_cn
cosine,0.9865034526051475,numbat_cn
cosine,0.9889135254988913,numbat_cn
cosine,0.9961953075459734,numbat_cn
cosine,0.9885350318471338,numbat_cn
cosine,0.9892131979695431,numbat_cn
cosine,0.99013367281986,numbat_cn
cosine,0.9952486537852392,numbat_cn
cosine,0.9879173290937997,numbat_cn
cosine,0.9886327754973161,numbat_cn
cosine,0.9910828025477707,numbat_cn
cosine,0.9961977186311787,numbat_cn
cosine,0.9882576959695335,numbat_cn
cosine,0.9776307498424701,numbat_cn
cosine,0.8850755667506297,numbat_cn
cosine,0.9898926089703095,numbat_cn
cosine,0.97856,numbat_cn
cosine,0.9834447628143903,numbat_cn
cosine,0.9888676844783715,numbat_cn
cosine,0.8843710292249047,numbat_cn
cosine,0.76143583227446,numbat_cn
cosine,0.9798850574712644,numbat_cn
cosine,0.9813997477931904,numbat_cn
cosine,0.9778200253485425,numbat_cn
cosine,0.9879936808846761,numbat_cn
cosine,0.9894703254626676,numbat_cn
cosine,0.9898702120924343,numbat_cn
cosine,0.986950986632718,numbat_cn
cosine,0.8848,numbat_cn
cosine,0.979404309252218,numbat_cn
cosine,0.9895866203849795,numbat_cn
cosine,0.9955142582505607,numbat_cn
cosine,0.9917302798982188,numbat_cn
cosine,0.9876190476190476,numbat_cn
